id,state,number,sub_unit,work_unit,dev_name,start_time,end_time,voltage_level
108,调度值班执行停电工作票,ZJN-20250321-010,国网浙江温州供电公司,瑞仙变,#2主变,2025-03-28 07:00:00,2025-04-08 18:00:00,220kV
109,调度值班执行停电工作票,ZJN-20250327-015,浙江电力调度控制中心,镇海厂,220kV#3母联开关,2025-03-28 06:00:00,2025-04-03 18:00:00,220kV
110,调度值班执行停电工作票,ZJN-20250318-003,玉环厂,玉环厂,玉屿5408线,2025-03-28 06:00:00,2025-04-15 21:00:00,500kV
111,调度值班执行停电工作票,ZJN-20250318-002,玉环厂,玉环厂,玉麦5407线,2025-03-28 06:00:00,2025-04-15 21:00:00,500kV
112,调度值班执行停电工作票,ZJN-20250314-030,国网浙江台州供电公司,麦屿变电所,"500kVⅡ母线,玉麦5407线,玉屿5408线,2号主变",2025-03-28 06:00:00,2025-04-15 21:00:00,500kV
113,调度值班执行停电工作票,ZJN-20250314-031,国网浙江台州供电公司,线路,"玉屿5408线,玉麦5407线",2025-03-28 06:00:00,2025-04-15 21:00:00,500kV
114,调度值班执行停电工作票,ZJN-20250321-015,长二厂,长二厂,#4机组,2025-03-27 09:00:00,2025-03-29 16:00:00,220kV
115,调度值班执行停电工作票,ZJN-20250310-018,国网浙江金华供电公司,芝堰变电所,堰松4Q12线,2025-03-27 08:00:00,2025-04-09 23:00:00,220kV
116,调度值班执行停电工作票,ZJN-20250324-004,台州厂,台州厂,#03A高压备变,2025-03-27 07:00:00,2025-04-07 20:00:00,220kV
117,调度值班执行停电工作票,ZJN-20250310-036,国网浙江金华供电公司,线路,堰松4Q12线,2025-03-27 07:00:00,2025-04-09 19:00:00,220kV
118,调度值班执行停电工作票,ZJN-20250318-028,国网浙江杭州供电公司,线路,岗杭2P11线,2025-03-27 07:00:00,2025-04-06 18:00:00,220kV
119,调度值班执行停电工作票,ZJN-20250318-029,国网浙江杭州供电公司,杭州变电所,岗杭2P11线,2025-03-27 07:00:00,2025-04-06 17:00:00,220kV
120,调度值班执行停电工作票,ZJN-20250318-033,国网浙江杭州供电公司,岗阳变,岗杭2P11线,2025-03-27 07:00:00,2025-04-06 20:30:00,220kV
121,调度值班执行停电工作票,ZJN-20250320-001,国网浙江杭州供电公司,严州变电所,后州44K5线,2025-03-27 07:00:00,2025-04-12 17:00:00,220kV
122,调度值班执行停电工作票,ZJN-20250320-002,国网浙江杭州供电公司,线路,后州44K5线,2025-03-27 07:00:00,2025-04-12 18:00:00,220kV
123,调度值班执行停电工作票,ZJN-20250320-003,国网浙江杭州供电公司,线路,州后2R69线,2025-03-27 07:00:00,2025-04-12 18:00:00,220kV
124,调度值班执行停电工作票,ZJN-20250320-004,国网浙江杭州供电公司,后浦变,后州44K5线,2025-03-27 07:00:00,2025-04-12 20:30:00,220kV
125,调度值班执行停电工作票,ZJN-20250320-005,国网浙江杭州供电公司,线路,堰松4Q12线,2025-03-27 07:00:00,2025-04-09 19:00:00,220kV
126,调度值班执行停电工作票,ZJN-20250320-006,国网浙江杭州供电公司,万松变,堰松4Q12线,2025-03-27 07:00:00,2025-04-09 19:00:00,220kV
127,调度值班执行停电工作票,ZJN-20250311-003,强蛟厂,强蛟厂,"强州线/4号主变5032开关,4号主变5033开关",2025-03-27 06:00:00,2025-04-03 21:00:00,500kV
128,调度值班执行停电工作票,ZJN-20250319-021,国网浙江台州供电公司,广文变,"回文4P84线,220kV副母线",2025-03-27 06:00:00,2025-03-31 23:00:00,220kV
129,调度值班执行停电工作票,ZJN-20250319-024,国网浙江台州供电公司,线路,回文4P84线,2025-03-27 06:00:00,2025-04-02 20:00:00,220kV
130,调度值班执行停电工作票,ZJN-20250319-026,国网浙江台州供电公司,回浦变电所,回文4P84线,2025-03-27 06:00:00,2025-04-02 21:00:00,220kV
131,调度值班执行停电工作票,ZJN-20250320-068,盛林站,盛林站,"#2机组,#3机组,#4机组,#1机组",2025-03-26 21:00:00,2025-04-03 18:00:00,110kV
132,调度值班执行停电工作票,ZJN-20250320-064,禾海风电场,禾海风电,"#1风机,#2动态无功补偿装置,#1动态无功补偿装置",2025-03-26 08:00:00,2025-03-31 18:00:00,220kV
133,调度值班执行停电工作票,ZJN-20250321-023,国网浙江舟山供电公司,蓬莱变,"待用2PLⅡ副母闸刀,待用2PLⅡ正母闸刀,长蓬24X5开关",2025-03-26 08:00:00,2025-04-03 17:00:00,220kV
134,调度值班执行停电工作票,ZJN-20250321-024,国网浙江舟山供电公司,蓬莱变,#3主变,2025-03-26 08:00:00,2025-04-03 17:00:00,220kV
135,调度值班执行停电工作票,ZJN-20250311-053,国网浙江湖州供电公司,线路,湖安Ⅱ线,2025-03-26 06:00:00,2025-04-01 21:00:00,1000kV
136,调度值班执行停电工作票,ZJN-20250319-013,国网浙江省电力有限公司超高压分公司,安吉站,湖安Ⅱ线,2025-03-26 06:00:00,2025-04-01 21:00:00,1000kV
137,调度值班执行停电工作票,ZJN-20250319-012,国网浙江省电力有限公司超高压分公司,安吉站,"T033开关,T032开关",2025-03-26 06:00:00,2025-04-01 21:00:00,1000kV
138,调度值班执行停电工作票,ZJN-20250321-002,曹娥江,曹娥江,#3机组,2025-03-26 00:00:00,2025-06-09 23:45:00,220kV
139,调度值班执行停电工作票,ZJN-20250318-022,北仑厂,北仑厂,7号主变,2025-03-25 08:00:00,2025-06-03 20:00:00,500kV
140,调度值班执行停电工作票,ZJN-20250313-059,国网浙江宁波供电公司,句章变电所,章水4R46线,2025-03-25 07:00:00,2025-04-03 18:00:00,220kV
141,调度值班执行停电工作票,ZJN-20250313-060,国网浙江宁波供电公司,水云变,章水4R46线,2025-03-25 07:00:00,2025-04-03 18:00:00,220kV
142,调度值班执行停电工作票,ZJN-20250313-061,国网浙江宁波供电公司,线路,章水4R46线,2025-03-25 07:00:00,2025-04-03 18:00:00,220kV
143,调度值班执行停电工作票,ZJN-20250318-021,北仑厂,北仑厂,7号机组,2025-03-25 00:15:00,2025-06-12 23:45:00,500kV
144,调度值班执行停电工作票,ZJN-20250317-050,六横厂,六横厂,#2机组,2025-03-25 00:15:00,2025-05-03 23:45:00,500kV
145,调度值班执行停电工作票,ZJN-20250312-008,登步光伏站,登步光伏站,#1等值机,2025-03-24 08:00:00,2025-04-15 18:00:00,110kV
146,调度值班执行停电工作票,ZJN-20250315-007,唐屿光伏站,唐屿光伏站,"#2发电机,#1发电机",2025-03-24 08:00:00,2025-04-11 18:00:00,110kV
147,调度值班执行停电工作票,ZJN-20250320-049,嘉光站,嘉光站,"#12发电机,#13发电机,#14发电机,#15发电机,#16发电机,#11发电机",2025-03-24 08:00:00,2025-04-24 20:00:00,10kV
148,调度值班执行停电工作票,ZJN-20250304-043,珊溪厂,珊溪厂,4号机组,2025-03-24 07:00:00,2025-04-03 22:00:00,220kV
149,调度值班执行停电工作票,ZJN-20250319-002,国网浙江绍兴供电公司,线路,古安4Q82线,2025-03-24 07:00:00,2025-04-01 20:00:00,220kV
150,调度值班执行停电工作票,ZJN-20250312-045,国网浙江台州供电公司,线路,"塘桥4336线,塘高4335线",2025-03-24 06:00:00,2025-04-07 20:00:00,220kV
151,调度值班执行停电工作票,ZJN-20250317-031,台州厂,台州厂,#8主变,2025-03-24 00:15:00,2025-05-14 23:45:00,220kV
152,调度值班执行停电工作票,ZJN-20250317-030,台州厂,台州厂,#8机组,2025-03-24 00:15:00,2025-05-14 23:45:00,220kV
153,调度值班执行停电工作票,ZJN-20250318-031,国网浙江绍兴供电公司,古越变电所,古安4Q82线,2025-03-24 00:00:00,2025-04-01 21:00:00,220kV
154,调度值班执行停电工作票,ZJN-20250318-032,国网浙江绍兴供电公司,太安变,古安4Q82线,2025-03-24 00:00:00,2025-04-01 21:00:00,220kV
155,调度值班执行停电工作票,ZJN-20250315-001,国网浙江舟山供电公司,线路,"朗云2R41线,云昌2R39线,云洲2R40线,朗顶2R42线",2025-03-23 07:00:00,2025-04-03 17:00:00,220kV
156,调度值班执行停电工作票,ZJN-20250315-002,国网浙江舟山供电公司,云顶变,"朗顶2R42开关,朗云2R41开关,云昌2R39开关,云洲2R40开关,待用2YDⅢ开关",2025-03-23 07:00:00,2025-04-03 17:00:00,220kV
157,调度值班执行停电工作票,ZJN-20250315-003,国网浙江舟山供电公司,大丰变,江丰1925线,2025-03-23 07:00:00,2025-04-03 20:00:00,110kV
158,调度值班执行停电工作票,ZJN-20250315-005,国网浙江舟山供电公司,云顶变,"#2主变220kV开关,#2主变",2025-03-23 07:00:00,2025-04-02 17:00:00,220kV
159,调度值班执行停电工作票,ZJN-20250317-005,国网浙江绍兴供电公司,太安变,"#2主变220kV开关,#2主变",2025-03-23 07:00:00,2025-04-01 21:00:00,220kV
160,调度值班执行停电工作票,ZJN-20250314-013,国网浙江宁波供电公司,宁海变电所,"220kV正母Ⅰ段,220kV正母Ⅰ段压变,220kV正母分段开关,220kV#1母联开关",2025-03-23 06:00:00,2025-04-02 18:00:00,220kV
161,调度值班执行停电工作票,ZJN-20250317-004,国网浙江绍兴供电公司,太安变,"古安4Q82线,220kV正母线",2025-03-23 06:00:00,2025-03-23 23:30:00,220kV
162,调度值班执行停电工作票,ZJN-20250319-019,乌沙山,乌沙山,4号机组,2025-03-23 00:15:00,2025-05-29 23:45:00,500kV
163,调度值班执行停电工作票,ZJN-20250314-008,国网浙江宁波供电公司,线路,一明5455线,2025-03-22 08:00:00,2025-04-03 18:00:00,500kV
164,调度值班执行停电工作票,ZJN-20250312-013,国网浙江杭州供电公司,线路,岗州2P12线,2025-03-22 07:00:00,2025-04-21 18:00:00,220kV
165,调度值班执行停电工作票,ZJN-20250312-015,国网浙江杭州供电公司,杭州变电所,岗州2P12开关,2025-03-22 07:00:00,2025-04-21 17:00:00,220kV
166,调度值班执行停电工作票,ZJN-20250312-016,国网浙江杭州供电公司,岗阳变,岗州2P12线,2025-03-22 07:00:00,2025-04-21 20:30:00,220kV
167,调度值班执行停电工作票,ZJN-20250317-039,国网浙江温州供电公司,线路,飞东2473线,2025-03-22 07:00:00,2025-04-19 20:00:00,220kV
168,调度值班执行停电工作票,ZJN-20250313-062,国网浙江台州供电公司,线路,"外清2358线,外金2Q33线",2025-03-22 06:00:00,2025-04-04 20:00:00,220kV
169,调度值班执行停电工作票,ZJN-20250314-037,国网浙江舟山供电公司,岑山变,"220kV正母线,六山2R36开关,220kV母联开关",2025-03-22 06:00:00,2025-04-03 17:00:00,220kV
170,调度值班执行停电工作票,ZJN-20250318-009,乐清厂,乐清厂,1号机组,2025-03-22 00:15:00,2025-05-20 23:45:00,500kV
171,调度值班执行停电工作票,ZJN-20250310-032,半山厂,半山厂,#2机组,2025-03-21 08:00:00,2025-05-19 18:00:00,220kV
172,调度值班执行停电工作票,ZJN-20250310-033,半山厂,半山厂,#2主变,2025-03-21 08:00:00,2025-05-17 18:00:00,220kV
173,调度值班执行停电工作票,ZJN-20250313-023,国网浙江台州供电公司,广文变,"220kV副母压变,220kV母联开关,220kV副母线",2025-03-21 06:00:00,2025-03-24 23:00:00,220kV
174,调度值班执行停电工作票,ZJN-20250313-025,国网浙江台州供电公司,广文变,"回广4P83线,220kV副母线",2025-03-21 06:00:00,2025-03-24 23:00:00,220kV
175,调度值班执行停电工作票,ZJN-20250313-001,六横厂,六横厂,六横二期#4机,2025-03-18 08:00:00,2025-04-12 22:00:00,500kV
176,调度值班执行停电工作票,ZJN-20250307-034,国网浙江宁波供电公司,线路,"疏南23M4线,疏江23M3线",2025-03-18 07:00:00,2025-03-18 18:00:00,220kV
177,调度值班执行停电工作票,ZJN-20250306-044,玉环厂,玉环厂,4号主变,2025-03-17 06:00:00,2025-05-26 23:45:00,500kV
178,调度值班执行停电工作票,ZJN-20250304-038,国网浙江丽水供电公司,线路,丽石1061线,2025-03-16 07:00:00,2025-04-02 20:00:00,110kV
179,调度值班执行停电工作票,ZJN-20250306-077,国网浙江宁波供电公司,天一变电所,"一明线/3号主变5012开关,一明线5011开关,一明5455线",2025-03-16 06:00:00,2025-04-06 18:00:00,500kV
180,调度值班执行停电工作票,ZJN-20250306-078,国网浙江宁波供电公司,明州变电所,"一明线/茶州线5032开关,一明线5031开关,一明5455线",2025-03-16 06:00:00,2025-04-06 18:00:00,500kV
181,调度值班执行停电工作票,ZJN-20250306-079,国网浙江宁波供电公司,线路,一明5455线,2025-03-16 06:00:00,2025-04-06 18:00:00,500kV
182,调度值班执行停电工作票,ZJN-20250306-043,玉环厂,玉环厂,4号机组,2025-03-15 17:00:00,2025-05-28 23:45:00,500kV
183,调度值班执行停电工作票,ZJN-20250310-039,亨泰光伏站,亨泰光伏站,"亨泰3502（#2机）汇集线,亨泰3503（#3机）汇集线,亨泰3504（#4机）汇集线,亨泰3505（#5机）汇集线,亨泰3506（#6机）汇集线,亨泰3507（#7机）汇集线,亨泰3508（#8机）汇集线,亨泰3501（#1机）汇集线",2025-03-14 08:00:00,2025-03-31 18:00:00,220kV
184,调度值班执行停电工作票,ZJN-20250215-001,强蛟厂,强蛟厂,3号主变,2025-03-14 06:00:00,2025-05-11 21:00:00,500kV
185,调度值班执行停电工作票,ZJN-20250305-002,牛山厂,牛山厂,1号机组,2025-03-11 12:00:00,2025-05-19 23:45:00,500kV
186,调度值班执行停电工作票,ZJN-20250305-003,牛山厂,牛山厂,1号主变,2025-03-11 12:00:00,2025-05-19 23:45:00,500kV
187,调度值班执行停电工作票,ZJN-20250214-011,强蛟厂,强蛟厂,3号机组,2025-03-11 00:15:00,2025-05-20 23:45:00,500kV
188,调度值班执行停电工作票,ZJN-20250226-006,国网浙江金华供电公司,线路,"吴溪5880线,吴丹5879线",2025-03-10 12:00:00,2025-04-03 12:00:00,500kV
189,调度值班执行停电工作票,ZJN-20250226-007,国网浙江金华供电公司,丹溪变电所,"吴溪5880线,吴丹5879线",2025-03-10 12:00:00,2025-04-03 12:00:00,500kV
190,调度值班执行停电工作票,ZJN-20250226-008,国网浙江金华供电公司,吴宁变电所,"吴溪5880线,吴丹5879线",2025-03-10 12:00:00,2025-04-03 12:00:00,500kV
191,调度值班执行停电工作票,ZJN-20250304-056,国网浙江杭州供电公司,杭州变电所,瓶杭5437线,2025-03-10 06:00:00,2025-06-01 21:00:00,500kV
192,调度值班执行停电工作票,ZJN-20250304-058,国网浙江杭州供电公司,瓶窑变电所,"瓶杭线5021开关,瓶杭线/钱窑线5022开关",2025-03-10 06:00:00,2025-06-01 21:00:00,500kV
193,调度值班执行停电工作票,ZJN-20250304-060,国网浙江杭州供电公司,瓶窑变电所,瓶杭5437线,2025-03-10 06:00:00,2025-06-01 21:00:00,500kV
194,调度值班执行停电工作票,ZJN-20250304-061,国网浙江杭州供电公司,线路,瓶杭5437线,2025-03-10 06:00:00,2025-06-01 21:00:00,500kV
195,调度值班执行停电工作票,ZJN-20250307-029,国网浙江金华供电公司,朱云变,220kV母联开关,2025-03-10 06:00:00,2025-04-03 21:00:00,220kV
196,调度值班执行停电工作票,ZJN-20250303-014,温州厂,温州厂,8号机组,2025-03-10 00:15:00,2025-05-11 23:45:00,220kV
197,调度值班执行停电工作票,ZJN-20250303-015,温州厂,温州厂,#8主变,2025-03-10 00:15:00,2025-05-11 23:45:00,220kV
198,调度值班执行停电工作票,ZJN-20250227-008,新泓口,新泓口,"#12主变,#12主变开关,#12机组",2025-03-09 00:15:00,2025-04-21 23:00:00,220kV
199,调度值班执行停电工作票,ZJN-20250227-009,新泓口,新泓口,#11机组,2025-03-09 00:15:00,2025-04-21 23:00:00,220kV
200,调度值班执行停电工作票,ZJN-20250227-012,新泓口,新泓口,"#11主变开关,#11主变",2025-03-09 00:15:00,2025-04-03 23:00:00,220kV
201,调度值班执行停电工作票,ZJN-20250226-019,国网浙江嘉兴供电公司,嘉善变,"#1主变220kV开关,#1主变",2025-03-08 09:30:00,2025-04-28 17:00:00,220kV
202,调度值班执行停电工作票,ZJN-20250312-032,巨宏厂,巨宏厂,#7发电机,2025-03-07 12:00:00,2025-05-31 12:00:00,35kV
203,调度值班执行停电工作票,ZJN-20250214-010,强蛟厂,强蛟厂,4号主变,2025-03-06 06:00:00,2025-04-03 21:00:00,500kV
204,调度值班执行停电工作票,ZJN-20250225-022,华舜厂,华舜厂,#2机组,2025-03-05 00:15:00,2025-04-12 23:45:00,220kV
205,调度值班执行停电工作票,ZJN-20250123-006,国网浙江台州供电公司,麦屿变电所,2号主变,2025-03-02 06:00:00,2025-04-15 22:00:00,500kV
206,调度值班执行停电工作票,ZJN-20250225-020,华舜厂,华舜厂,"#3主变,#3机组",2025-03-01 01:00:00,2025-04-20 23:45:00,220kV
207,调度值班执行停电工作票,ZJN-20250214-008,强蛟厂,强蛟厂,4号机组,2025-03-01 00:15:00,2025-04-09 23:45:00,500kV
208,调度值班执行停电工作票,ZJN-20250226-012,巨宏厂,巨宏厂,#6发电机,2025-02-28 12:00:00,2025-03-31 12:00:00,35kV
209,调度值班执行停电工作票,ZJN-20250213-037,国网浙江宁波供电公司,殿跟变,220kV副母Ⅱ段,2025-02-25 18:00:00,2025-04-13 14:00:00,220kV
210,调度值班执行停电工作票,ZJN-20250213-045,国网浙江宁波供电公司,翠屏变,"220kV副母Ⅱ段母线,220kV2号母联开关",2025-02-24 18:00:00,2025-04-17 16:00:00,220kV
211,调度值班执行停电工作票,ZJN-20250213-044,国网浙江宁波供电公司,翠屏变,220kV副母线,2025-02-24 09:00:00,2025-02-24 18:00:00,220kV
212,调度值班执行停电工作票,ZJN-20250219-024,百花风电场,百花风电,百花风电场#1风机,2025-02-24 08:00:00,2025-05-15 18:00:00,220kV
213,调度值班执行停电工作票,ZJN-20250213-027,国网浙江宁波供电公司,河姆变电所,姆舜线5022开关,2025-02-20 06:00:00,2025-05-28 21:00:00,500kV
214,调度值班执行停电工作票,ZJN-20250211-008,金燃厂,金燃厂,#7机组,2025-02-19 08:00:00,2025-05-20 23:00:00,220kV
215,调度值班执行停电工作票,ZJN-20250211-009,金燃厂,金燃厂,"#7主变,#7高厂变",2025-02-19 08:00:00,2025-05-20 23:00:00,220kV
216,调度值班执行停电工作票,ZJN-20250214-018,国网浙江湖州供电公司,国网浙江湖州供电公司,"二升2P75线,旧白2445线,旧雀2440线,二山2P76线",2025-02-15 06:00:00,2025-03-31 23:50:00,220kV
217,调度值班执行停电工作票,ZJN-20250207-002,国网浙江湖州供电公司,线路,"山长4444线,山超4445线,林超2P82线",2025-02-08 06:00:00,2025-03-31 23:50:00,220kV
218,调度值班执行停电工作票,ZJN-20250207-003,国网浙江宁波供电公司,线路,"宁曲4P53线,宁同4P51线,宁象4P57线,海北4P58线",2025-02-08 00:15:00,2025-03-31 23:50:00,220kV
219,调度值班执行停电工作票,ZJN-20250124-012,巨宏厂,巨宏厂,#7发电机,2025-02-07 12:00:00,2025-04-30 12:00:00,35kV
220,调度值班执行停电工作票,ZJN-20250123-027,龙游厂,龙游厂,#2机组,2025-02-05 08:00:00,2025-04-28 23:55:00,220kV
221,调度值班执行停电工作票,ZJN-20241216-006,国网浙江宁波供电公司,线路,"淞慈2300线,浦慈2313线",2024-12-15 08:00:00,2025-03-31 18:00:00,220kV
222,调度值班执行停电工作票,ZJN-20241009-058,国网浙江湖州供电公司,线路,"昆泉23W0线,昆甘23W9线",2024-10-09 18:00:00,2024-10-31 23:50:00,220kV
223,调度值班执行停电工作票,ZJN-20240805-003,国网浙江宁波供电公司,达蓬变,"锦蓬2R82线,锦达2R81线",2024-08-06 07:00:00,2025-03-03 09:00:00,220kV
224,调度值班执行停电工作票,ZJN-20240709-003,登步光伏站,登步光伏站,"#2主变35kV开关,35kV母线Ⅱ段,登步3506（#6机）开关,登步3507（#7机）开关,登步3508（#8机）开关,登步3509（#9机）开关,登步3510（#10机）开关,#2储能单元组开关",2024-07-11 09:00:00,2025-06-30 22:00:00,110kV
225,调度值班执行停电工作票,ZJN-20240620-017,国网浙江衢州供电公司,夏金变电所,夏竹4U66开关,2024-06-29 06:00:00,2025-06-30 21:00:00,220kV
226,调度值班执行停电工作票,ZJN-20220323-018,六光站,六光站,#12发电机,2022-03-25 08:00:00,2025-12-30 23:45:00,220kV
